text,true_label,predicted_label,confidence
: Kuch help b kr du. . Gym kr kr k e life guzar di hay. . Is time logon ki help krne ki bajae ghar py kbi cricke,anger,neutral,0.47845665
"sir, kya kal se suru hone bali passenger train beech mein stoppage lenge mera matlab kya koi passenger dusre station pe utar sakenge",neutral,fear,0.47832945
Itne part to hera pheri ke nahi hai lockdown4,neutral,fear,0.47779268
Zaheeeer banaya new music osm,happy,neutral,0.47770372
Yar M.Haroon ap kis tarha keh rhy ho k qmobile best hy or hm istamal kiye begr comment krty hn?? lagta hy srf apk pas he paise hen hm ni le skte kiya?? or ap to Qmobile wlo sy paise lety ho gy achy dalne k lkn hm paise ni lety or sach bolty hn. mene ye mobile din phely lia bht bakwas set hy dost mana krty rhy Qmobile na lo par mjy ab smj ai jitny b qmobile lye aj tk sbi bekr nikaly hn or bekar company hy Qmobile china sy ka set ly kr pakistan me ka sell krty hn ye koi brand nai hy sb china hy dhoka dy rhy hn pakistan me sb ko.,anger,neutral,0.47696856
And this is how career of Legends ends. Ho gaya bhai ab tere se nahi ho paayga chal ja wapas.,anger,neutral,0.4764349
Khatam ho gayaa honey singh. But still like this song coz fan of him,neutral,happy,0.4763754
Punjab police qanoon ki hukmrani pay yaqeen rakhti hai aur Mian Sanp aur mr % halal kamaye pay yaqeen rakhty hain.,anger,neutral,0.47623536
"You know what., you deserve Oscar for this big breaking news.., Pakistan ki to khud fati hui hai..Aur jis Dawood ke naam par news bech rahe ho., ek bar pata to karo ki wo abhi tak hai bhi ya nikal liya.",anger,happy,0.47605345
Faltoo app hai,anger,neutral,0.47592294
"Beside this the only authentic news website ""Daily Times"" published this news. Or pata main unko pehly q nahi mention kya, kay kahin wahan bhi pressurize kar ky khabar hata na di jaey.",anger,neutral,0.4752054
Supar... like to bnata hai bhiyo,happy,neutral,0.47411716
"Kanha bhai yanha sare Epidemic expert hai inko na smjha paoge clustering,shorting wagera inhe na smajh aaegi bus mauj lia karo",anger,neutral,0.47307363
No words... Kiu zulm krte hi log itna,sad,anger,0.47254354
*Dajjal arrives* Paki liberals: who says he is dajjal he can be anybody mullah tu pagal hain jo kehtay rehtay hain kuch b,anger,neutral,0.47251096
Not good theme.Aap logoon sy aisi chawal ki expectation nahi thi.Plz make videos on new concept.,anger,neutral,0.47094944
Sir Largess scheme form walo ke liye kuch karo sir please please please please help me sir please,neutral,fear,0.47083932
Respected Prime Minister ji sir mai ek indian person ke according apse request krta hu ek br mera idea dekha jaye sir hm chahe to days ma corona khtam kr skte h use Election formula jaise hr area ma ja kr voter check krte h,neutral,sad,0.47061333
Langoor aur Angoor but Ap ki tu baat he aur ha,happy,neutral,0.47049394
Main apky sath hu sister.,neutral,happy,0.4696362
Lenge nahin naa kyuki woh tumhe jaante hai ki tum Kaise ho kya ho aur tum kya kar sakte ho toh please yeh sab karna band kar do,neutral,anger,0.46929064
Middle class wale kya karien hamara lockdown khatam na....17 ko,fear,neutral,0.46913564
"Ex k liye koi bhi gaali soch lo... or Next k liye kya kahu ""Vo Alag h Yr"" ...",neutral,anger,0.4685615
Ha aur jassi ne pehle bhi lockdown me ek gaana shoot kia hai or wo superhit bhi ho gaya.,neutral,happy,0.46836317
Good to see you back.. well Delhi no. Plate di gaddi foreign countries bhi ghum rhi h,surprise,happy,0.46774322
Neha kakkar almost har song mein hai yaar uff,neutral,happy,0.467595
MOS_DrSingh_HelpUs Kuch SSC k students ka b dikha doh kbi Pta ni kitne time se dukhi Yad bhi nhi h ki pichli bar kb hasse the Le rkhi h ssc ne achi se aur hmare pas koi bchne ka rasta b ni h,sad,fear,0.46729684
"Mza nahi aaya ,need for more practice, hope your next song will be better",neutral,happy,0.46651077
Ofcourse farak padta hai. Agar kaam kar rhe hain toh dikhna bhi toh chahiye naa. Sabko dikhna chahiye. Aapko dikh rha hai toh please btaayiye kya kiya hai.,neutral,anger,0.46623912
Sir mere Abbu Bhiwandi me Hai unko bhi kisi tarah se Ghar Up Azamgarh bhejdo Humarj family bahut pareshan hai.. Help me Sir .,fear,sad,0.46601596
Aag lagne wali hai jungle Mein or sab fox nikal ke bhagne wale hain bus ek hi babbar sher rahega ab is Jungle mein time start now....,happy,neutral,0.46537304
Meri PS bimra eak dam nayi hai.,neutral,anger,0.46413752
"I don't like your news and all, but Sudhir JihadVsZee campaign me to main bhi tumhe support karunga. Keep it up..",neutral,happy,0.4639452
: Throwback Meri barbadiyon ka ham-nashino tumhe kya khud mujhe bhi gham nahi hai Majaz ik bada-kash to hai yaqinan jo ham,neutral,anger,0.461908
"Ha ""Economy ka Quantum Jump"" ko bol skte hai jumla. Ye to economics me bhi nhi suna.",surprise,neutral,0.46147704
Office... Lockdown is going to end I guess . Baki dekho modi Saab Kya kehte hai,sad,anger,0.46143147
Yes all true lekin khali ko punjab police k dsp jallandhar lay the jb unhone khali ko sadak bnate dekha unhone pahle isko basket bal ke training dilwae but back prob k karn khali kamyab nahi hue uske bad ye wresling mai ay or inko punjab police mai job mili,neutral,sad,0.46142223
Congress kuch bhi kar ke oski credibilitys Khatam ho Gaye hai,neutral,anger,0.46137676
Gangadhar nahin sir hi shaktiman hai,happy,neutral,0.46119523
mahnat kabhi raye gah nhi jatyy......inspiring story,happy,sad,0.46099433
to tum hero ho then prove it ! yha se bahar nikalne ka rasta socho NaamkarannForEternity,happy,anger,0.46030053
HonnY look kiNg respect .dope music...sorry rap skill thOdi weak,neutral,happy,0.45970592
Ye rply nahi karte hai,neutral,anger,0.45902875
"Interest bdha bdha kar message kar rahe hai pH nahi utha rahe wifi cash wale, app also delete from Google Play Store",anger,neutral,0.45852807
Balochistan k Dr kay sath kiya hal kiya tha...wah,neutral,surprise,0.45845887
Zindagi Tamasha movie is a good example what will happen even if someone has a courage to produce and direct drama. Society Burra Maan Jati Hai Joon He Iss Ko Ugly Side of Reality Dikhao.,neutral,anger,0.45844713
Pichle din se har jagah bolte hue thak gye saharanpur up se chahe cm chahe pm ya chahe local chahe help line magar kuch nhi Yaha padhne ko mila niche kuch hoga pata nhi Dekhte hai,neutral,fear,0.45826527
Sir I am a Employee of Meritnation Who recently Tied up with Aakash Medical Institute but sir ab kya ho rha h na company na faltu ke Reason de rhi employees ko PIP de rhi h zabardasti unse Resign maanga jaa rha h sir,fear,sad,0.4574957
Vacine ni i ye to hmein pata likn es ka ye mtlb to nhi k shia ab juloos nikalein (jis ma ap b shareek thy) gy to kuch nhi hoga,neutral,anger,0.45653492
": Lo jee gaye The most humble and respectful person of Pakistan, PEMRAShouldBanAamirLiaquat",anger,neutral,0.4559834
Bhai ki entry sabse bhari kadak,happy,neutral,0.45497504
"""Confirm jannati hai"" wo candidate jo apko dekh k bachi se withdraw krjaye",neutral,anger,0.45479494
Another gay song by guru company da banaya kalakar tu u look like shudar class,anger,happy,0.45428914
so now u r accepting and saying hum banaday humloog tmhary baap hen jo tmhry hr kartoot ko theek krty phirengy,anger,happy,0.45419586
Okay sir orphans wala card na khelain please inhun na bhi gandi harkat ki ha Ar unhun na bhi dono ko defend nai karna chaiya.,anger,neutral,0.45409453
Weight ho gya aa thora bhari Performance usse bhi bhaari hai ...,happy,neutral,0.45377117
Yeah tm ankhein band kr ke slip nai krti ?,neutral,anger,0.45258242
"Extraction ayi hai new Chris hemsworth ki wo dekh lein , knives out is very good , Spenser confidential , zodiac , all movies by jake Gyllenhaal , mark wahlberg are good. Also check out the equalizer part and . Ill suggest more later",neutral,happy,0.4523945
"bhai muje iss youttube channel aur iss site pe doubt ho rha hai, indian ko brain wash kiya ja rha hai Aur ye site donation maang rha only pakistani video reaction by indian",neutral,anger,0.4517372
Mam Sach hai ye fack news hai,neutral,anger,0.450303
khuda ka wasta hae agar punjab ne aisa he rehna hae tu koya faida phr resign he ker do,anger,neutral,0.4495494
Kuch anbiya sirf aik hi mazhab main reformation ke liye aye thay. Jaisa bani israel ke aksar nabi.,neutral,anger,0.44922614
This is the power of honey Singh.... Sher hamesha sher hi hota hai,happy,surprise,0.44788662
Harami sahafion ki maan k yar zardari or Sharif tu bohat ziyada kam ker rahay thay Kashmir per ?????????????,anger,neutral,0.447397
Ab Kya hua? What news?,neutral,surprise,0.446953
: Afsoos ke baat hay FedGovt Sindh ko eik ventilator na day saki uss waqt jab eik pandemic ke lapait mei pora mulk hay si,sad,neutral,0.44681004
Thanks for the compliment.. yar socha nahi kabhi about that.. but hospital mein Ive suggested a thing called pie therapy or bake therapy its really helpful with the stress or mental health issues,neutral,happy,0.44674292
Pakistan have much more natural resources then gulf but Bhuttoo and sharif family barbaad kr gayi hamain.,anger,neutral,0.44666967
Sir bolny sy kuch ni ho ga,anger,neutral,0.44645524
Sonu bhai kab apka reply ayega ... Hume apke massage ka intezar rhenge ab sabke sath mere bhi help karenge.. Hme umeed hai,neutral,fear,0.4459558
LOCKDOWN NAYE RANG ROOP WALA HOGA! Yeh Zari wali Saari hai kya!,neutral,surprise,0.44461244
Nice but price kuch ziyada hai or me ise use kar raha hon bohat zabardas to chal raha hai pr kbhi kbhi khud hi bnd hojata hai baki sai hai.,happy,sad,0.44367686
"Bechara,,,kitni mushkil se chand londo ko laga k trend krva rha hai",neutral,anger,0.4436236
proud full women bt us ldke n ysk sath sex krliya jo uss chiy tha kfi bura hua,neutral,happy,0.44351128
Poora mulk es nae tAbah kar diya..dollar sae par yi lai gaya.. rupee ki cheez ki hogaye..es jitna nalaiq insan dunya ki tareekh mai kbi wazire azam nahei bana..khuda es sae ghareebu ka hisaab lai ga,sad,anger,0.44316077
i don't look at them bus laga rakha hai trader wali feel aati hia ...,happy,fear,0.44311666
I love cricket... But tv pe... Zyada pasand ata hai,happy,neutral,0.44163516
"Aap hi bata do ki kaise is pandemic se hum bahar nikalne wale hain mujhe to speech mein kuch samajh nahin aaya. Lockdown ke kya traits hain, testing &amp; isolation ka kya plan hain, economic stimulus ka kya roop hoga, migrants ka kya hoga? Shayad mujhe bhi vision samajh aa jaye.",neutral,anger,0.44138497
Sir bahut dino se baat krne ko keh rha hun koi dikkat hai kya Vote mangne ke liye koi dikkat ni hoti Plz reply,anger,neutral,0.44131193
Tribune main ye aaya tha Official ka wait kr rahe,neutral,anger,0.44043437
By God es song ke liye supr se v upr dupr se v upr word chotha hai,happy,neutral,0.43995774
Sir meri madad kar dijiye kuch.. pichle kuch dino se sonu sir ko tweet kar raha hu madad pane k liye koi reply nhi mil raha... sir Jo servings thi wo sb khtm ho chuki hai..Disable person hu rashn pani bhi nhi bacha.. dukan wale ne udhari rashn dena bnd kr diya.,sad,anger,0.43990657
: Lockdown Effect: Student from Private school to Govt school Aradhna parent: Sar Meri Beti class th Mein gai hai ab Ham,neutral,happy,0.4391431
Yeh sab me dekh chuka hu Yeh mere sath hua hai This song is close my heart,sad,happy,0.43851867
: Hum almi insaani haqooq ki alam bardar or mohzab komon say appeal hai kay is lockdown ma ap sab ko gharon ma rah kay azaadi ka,neutral,sad,0.43816584
Aaj Modi ne sahi kiya... lockdown4 kbtk hai ye bole hi nai... baar baar TV p aane ka jhanjhat khtm..ab raho pure saal ghr me.. RVRichaVerma,neutral,anger,0.43711042
Nahi jo insan ho wo serf Dil se love karta hai,happy,neutral,0.4360229
What Veiw Speed Omg Dar Hai YouTube Hang Na Hojaye,surprise,neutral,0.43575165
Ek hi photo kitne bar dikhao ge hindu ko lynch hota hai toh. Kaha mar jate ho,anger,neutral,0.43554327
"Madam thoda dimag ka ilaaj karwao.. aapke Mann me aaya aur aapne email kar dia. Lockdown me logo ki aur bhi basic need hai... I'm always agreed with you but at least think about Smartphone, laptop Internet. Koi /50 ki cheej nhi hai Jo aapne bas muh me aaya aur bak dia.",anger,neutral,0.43544534
Sir mere father ko abhi tak rs nahi mile hai wo auto driver hai unka bage or dl ko dikhta hai not found on record.unka bage se phle ka hai bina chip wla hai abhi koi ummid hai milne ki,neutral,fear,0.4350057
Is mobile mein aur Nokia plus mein koi bhe faraq nahi hai. Sirf processor ka . Wo bhe sd0 kuch khaas nai . Total waste of money. Koi na lay. thousand is reasonable price for this phone.,neutral,anger,0.43420005
why you open lock down?.jb lock down khula logon k pas paisy khn sy aye shoping k lie?.r lock down kholny sy faida kya mila?.humary Grw may max pateints thy r aj ginny b nai jty.Or koi b precaution measures nai ly ra to Kya koi action nai lia ja skta?,anger,neutral,0.4327836
"Kuch log hidden love karte hai baghair camera ke aur in se zyada pyar karte hai, isay kehte hai dikhawe wala pyar aur woh real love hota hai jo dikhawa nahin hota",neutral,sad,0.4326418
Hiralious song but story thori smajh nh ayi,neutral,sad,0.43220654
Corruption is very deep bhai,neutral,fear,0.431907
"Yar ""Reality Tv"" name rkh kr umeed krty hn Fake information na hon... Baki Unbelievable and Outstanding videos if really Reality !",happy,neutral,0.43166357
army soldiers are big amount. Soon China will run away. China k bas ki baat nahi h is time India se panga Lena.,neutral,anger,0.4306186
"sut pz maine pahle bhi kaha hai video ke shiru me apna naam batay, and sur mai kabhi plen me nahi baithti , mai aisee jagaa jati hi nahi , jahaa sirf plen hi jaate hai, is ki wajah ye hai ke mujhe bachpan se lagta hai, ke meri mout plen cresh me hogi , I dont now , magr mai airport par bhi jaati hu to ajib chize hoti hai mere sath , jaise kadhi dhup ka bawjud achank claud cha jaana jub ke barish ka mousm hota hi nahi , hawo ka tezz chlna , achank bahot showr sunaie dena , pata nahi magr auor bahot kuch ajib, I don't now but yahi sub kuch hota hai har baar ye ittefaq to nahi ho sakta",neutral,anger,0.43009973
Bechari haq kaliy larti hui kisi andhi goli sy shaheed kr di jain gi is andher nagri mn. Dua hai k Allah inka Hami o Nasir o. Aur inhn jald hi insaf mily. Jb st time news mn suna tha tu i was surprised by the courage and bravery of this lady. May Allah bless her more power,surprise,neutral,0.42969927
: One day of relaxing the lockdown and this is what we did. Kya hoga iss Qoum ka?,fear,neutral,0.4291471
": Ramzan ka mahina ho aur neki ki baat na ho, ka naya ad hum sb ko sikha gya, ke neki choti ya bari nahi hoti",happy,anger,0.4289193
agar maa kasam kisi ko v dekhliye na aisa I will be the nxt person who will destroy everybdy,anger,neutral,0.42890912
Mai koi chughal khori nhi KR raha Jo Maine send ki apko wo glt thi Kia,neutral,anger,0.42771065
Kismat Se Tum Hamko Mile Ho { Pukar } Bollywood Song | Anuradha Pau... via,neutral,happy,0.42770866
Abe kar na .mein blocked hu..warna kab ka kar deti....thoda maza aane de,neutral,anger,0.42738906
"Haan sir,ab jo nahi jaanta wo jaane Humne to paisa ghumane walon ko rote dekha hai Aur sudhrte bhi deka To sir main apna maanta hoon Aap apna maniye",neutral,sad,0.42600977
Wah kya baat kah di. Problem is ..the perfect love in this world is only parent's love. Rest all r materialistic approach.,neutral,happy,0.4234465
"Aap to bollywood se hai,Aap khud hi bata dijiye ki bollywood kitna self sufficient hia,hollywood ki movie karane me bollywood wane proud feel karate hai,kyo?sirf kahane ke liye self suffient kyo,umid karata hu ki aap ab BMW etc ki car nahi use karenge,only use TATA now,like me.",anger,happy,0.42278656
Comment k se k ho gaye lekin views wahi par hai. YOUTUBE CRASHED,neutral,anger,0.4226577
Sahi me kuch apna bnate hi nhi chlo bhai ka song aaya mast hai na,happy,neutral,0.42262718
My fovrite song mera bhi koyi nhi hai ish life mai,neutral,sad,0.42256004
Aap bhi kuchh madat krdo sir kab tak ghar me baithe rahoge..plz,neutral,sad,0.4223992
ya phone kabhi bhi na lana. Is ki battery timing sirf hours or thori dar baad hang ho jata ha. Speed bohat gandi ha. Ek app kholna ma minute lag jata ha. Is ma g bhi nai chalta.,anger,happy,0.42190507
hamara bhi soch lo sir kuch daaru nahi mil paa rahi hai..,sad,neutral,0.42134312
": Jassie Said that. "" Sana ne free mai kia hai ye teaser, vo bhot achi hai, Humne paise offer",neutral,happy,0.42005405
Umeed wh sharam kry ga. Nhn tu hum bhe apny group member ko akela tu nhn chor dyn gy,anger,neutral,0.4195586
Sir ji ek bnde ke hisse me sirf aye n vo hmare nhi phunchenge .. sharat lgalo,neutral,sad,0.4188158
bach gai bachu tumhari soch hai,happy,neutral,0.41851285
whtaaayy interview man whattayyy interview.loved dat Im telling tou pti is in a serious trouble. Ik ki speed sa bhag rha hai to uski team ki speed sa usa peecha keench rae hai. Pyar muhabbat dil main hoti hai on air ni hoti yahan pa to sawal jawab hota hn.,happy,anger,0.41841963
"Ab facts ka kya hai, Wasay mian? Bas udhar hi side per rehte thay woh Turkey k qareeb Shaam, Egypt, Palestine waghera mein, so he is a Turk hero of Turkey-ul-nasl Punjabi twitterati lol",neutral,happy,0.41824794
apni puri life mei itna emotional song nahi suna and video also can't see the ending strong lyrics best ever,neutral,sad,0.41690227
Emotional.. gareeb ki koi value nahi hai is system me,neutral,anger,0.41491696
"Najam bhai ek tau ye do number fake news channel ke post par mujhay mention na kia karo. Also us din aur aaj mein faraq hai. Sindh govt* ne hamesha ke liye lockdown ki qasam nahi khai thi. Us din lockdown tha ab nahi, whats the Tazaad here?",neutral,anger,0.41484684
Dekh Lo Sasural walon ... Humme or BahuRani k mayke m fark .. Humari brands h Electronics m SONY Panasonic Samsung LG or inki Desi Chili Chinese...,happy,neutral,0.41460374
sir.. app bhaij dain.. koin nay mujhay nahi milli.. haan albatta Hammad Azar nay uss ko media per khoob defend kia tha.. jiss per koi sahafi uss ko chit nahi kar saka...,neutral,sad,0.4144239
"struggle is real, main tou munh dho ker b zinda nahi hota it takes a solid hour to get back in my senses",happy,neutral,0.41183412
If PM take notice than i think police take strict action otherwise imran khan I dont think any have corouge to take action against mafia At the End mamla rafa dafa ho jana h,anger,fear,0.41156062
"Maybe he thinks plight of migrants ""jhoot hai jhoot hai jhoot hai",neutral,anger,0.41026774
R.sir may ka mahina betnee wala ha tokan(may)ka rashan kab milega sir ek- din bhari ha.please sir..,neutral,fear,0.40974256
Extend kardo lockdown modijiii.. maza aara hai ab Lockdown4 Lockdownextention,happy,neutral,0.4084859
Mayor Kaam jo nahi krta he organised a ppl parade of police with Geo news Wo kaam krta nahi jisky liye mayor hai,sad,fear,0.4065767
"Hahaha Suna hai bunglow, VIP facilities aur pata nahi kya kya.",neutral,happy,0.40629804
Yaar mein ne aj tk koi positive Covid-19 nae dwkha na suna around murree,neutral,sad,0.40555462
Ramadan mbarek mein ap kaisay kam ki dawat de rahay is sab ka gunhah apko milay please sirf ramadan mein sharm kar liya karo pura saal to ati nhi is month hi apnay Allah pak kay samney ro lo,anger,sad,0.40401435
Ramzan ka muqdas maheena hay khush to khyal karo plz Eid Kay bad Daa be lag jay ga aur Dil be lag jay ga Dono main he laga Don ga don't worry,anger,neutral,0.40378472
Bhaai suno HATERS...pata hai mujhe Tumhe hoga HANGOVAR tabhi pele se hi NIMBU meri jeb me pade. .like,neutral,happy,0.40348768
Ek time asa aayga inko Khana bi Nasib nai hoga or ye sab Bhukhe Pyase marr jayenge Garib ki Badhdua lagti bhut jaldi hai.,fear,anger,0.40315008
"Bhai hme bhi follo kre, warna hm bhi u follo kr dege, okk",anger,neutral,0.4023949
ASTAGHFAR asa kuch nhi I didn't support any political party.....,surprise,neutral,0.40201518
Sir UP bhijwane me madad kra dijiye mumbai kandewali poisar se UP kahi bhi bhijwa dijiye Gonda jana hai plzz,neutral,fear,0.40111032
": Darpoko ki Tarah Lockdown ki aad me chupke chupke students ko jail me daal rahe ho, Kitna darte ho. Tumko ye dar hai ki stude",fear,neutral,0.40093994
Men wondering : khirad to lerki ka nam lg rha hai...,neutral,surprise,0.4007105
No offence to badshah i am his fan too..but jungle me sher to bahot hote hai lekin king ek hi hota hai... yoyohoneysingh,neutral,happy,0.39990208
dislike v like kaar raha hwe love yy honey singh..,happy,neutral,0.39826772
"Respected sir! Pakistan main bht sar log esay bhi hen jo physically unfit hen mehnat maZdori wo kr ni sakty. kch ne parh kr schl bna liay , kch ne academies khol lein. mgr crona ki waja se wo March se berozgar hen. unki schl building rented hen. koe bhtr decision lain. pls",neutral,sad,0.39767814
"Sahir keh ke chale gye, ""wo subah kabhi toh ayegi"". Faiz keh ke chale gaye, ""Hum dekhenge...wo din ki jiska wada hai"". Now, we all have been waiting and waiting. Will this wait ever end? Or we will all see this world become more unequal &amp; cruel with each passing day.",anger,happy,0.39701056
Bohat aala set hay aur as a brother mashwra hay k ankhein band ker k ser purchase kerlain.,happy,neutral,0.3963354
: wahan se hi mera ies kuty se ikhtilaq hua lekin ptm ke kuch loug galat hu sakty leader,anger,sad,0.39515507
sher gaya hi kaha tha sher sirf intzar kr raha tha hit like,happy,neutral,0.3945751
Priyanka didi ko bolo hamar gadi bhi bus bana do suna he machine he unke paas,neutral,anger,0.39388832
"just read that locusts change their behaviour when the serotonin in their brain increases and they start rapidly eating, reproducing and swarming. didi, serotonin hume dedo aur aap please chill karo, crops bhi bach jaayengi aur mai bhi",happy,neutral,0.39347
First i feel Kharab song. But after listening and listening It's quite impressive laga.,neutral,sad,0.39298907
Shafarishi slect kye hoy han sary kahn ka insaf hai ye,anger,neutral,0.39261165
"And a message to the people who still are not wearing a mask and were going out shopping, aik adad Ventilator bhi khareed lo ab, Allah na kray apko uski zarorat paray but you might be risking your loved ones. Think about that.",neutral,sad,0.39208543
"Bai yar time pass kyo Kar Raha ha , faltu gana or use bhe faltu tera rap. My previous believe that honey only aged never expire but you had.# old school yo yo fan.",anger,neutral,0.39123672
: Ek nihaayat hee zaleel news anchor ke liye SG bhonk raha hai..laanat hai,anger,neutral,0.3905887
I wish k mai bhi galti say carore patni ban jaon,neutral,fear,0.3905169
Gareeb hona best hai. Dedicated to the migrants who lost their lives on the railway tracks. Lockdown4 PMModi lockdown,anger,neutral,0.38751602
agr IMF ka loan clear na kiya ho to IMF kya krta pata ha...!!!..hm boht khush khoo choky hoty IMF kisi ka loan maaf krya meny aj taak no suna..!!,neutral,anger,0.3875046
sugar report bhe nahi keh sakte sugar ke patients pareshan ho jate hain,happy,neutral,0.38622618
Haan sahi kah rahe ho Suhasini ne shadi ki hai Hidar se Ghar waapsi hui hai.,neutral,anger,0.3861007
Song likhna tha na accha chalta hoon duaon mein yaad rakhna,happy,neutral,0.38439354
Pr mera wait ho gya hei thora bhari pr jo dance move kiya bhai awesome chaa gy,happy,neutral,0.38396037
THEY all are mental....seriously......apni life he brbad kr dali...tobah,surprise,fear,0.38387978
: Itne lmbey toh ajkal relationships nahi chalty jitna lamba lockdown chalra hai,surprise,neutral,0.383552
Wat a song yaar hats off ... Mann hi nahi bharta ...,neutral,happy,0.380334
Punjab mn jo zameeni nalky hoty wahan garmion mn thanda paani ata aur sardion mn luke warm,neutral,sad,0.37993726
"Teaser main kuch aur, song main kuch aur, this is not fair",neutral,anger,0.37939164
": Politician me bhi hero hote h . Btata hu, Action.!! 'No my dear friend me apko bhadva or #",anger,neutral,0.37896135
"Migrant issue both state and central govt doing there bit to resolve the pain that they are facing, state and centre is also giving food according to the news what else do u want know uncle ji.. Aap ki umar mei toh patience level hona chahiye..2",neutral,sad,0.37872574
Bhai aap ki knowledge to the point hoti hain.Hats of u.Jis ko lgta hai k mein sahi hun like kro,happy,neutral,0.37784502
best heart touching song... lakin larky ko aesy ni karna chahye thaa agaar larki saab kuch chor kaar ai the,neutral,sad,0.37601218
aaj haryana me yeh halaat ho gye h ki IMT me company me labours nhi hai kaam karne k liye. .,neutral,anger,0.37599143
Hum depression mein mar jain tu has lai,sad,neutral,0.37565985
"Nation doesn't believe in coronavirus and that's our biggest dilemma in Pakistan. State should only take preventive measures and avoid overreacting because lockdown has already caused more harm than good in Pakistan. Allah Raziq hai, Allah Rahim hai.",neutral,sad,0.37487614
lockdown days mein b sab kch open hota gai masla to yeh hai...police kahin nazar he nae ati sab kch open hota hai,anger,fear,0.37344226
ufff.... i'll lost my brain cells... arguing with you..... bs tum ne theek kehti ho jo b kehti ho...,neutral,anger,0.37339333
"Yaar iss say zayada stupid anchor I have never come across ,lagta hai jaisay nawaz shareef keh raha ho mujhay kyun nikala,lol",happy,neutral,0.3725789
: Is Quarantine main itna so liya ke ab khuwab bhi repeat horahe hain.,happy,sad,0.37169108
jaan aap itni si baat se mje chod chale jaoge socha nhi tha yr ......... kuch samj ni aarha ki mere pyar me kha kami thi ya aap mjese pyar hi ni karte the....aap k jane se mera sab kuch baadla gya .schi khate h lakho me hote h jise sacha pyar milta h sooo sad me unme se nhi mera pyar mje chod chala gya........I MISS U SAMEER BAIG.,sad,anger,0.3704597
"if Punjab police is actually saying this, then wakia ae kuch nahii lagta",neutral,anger,0.37041405
Allah Paak har larki ka naseeb acha kry Ameen Hmen is story se sekhna chahiye k hmen kbi himat nhi haarni chahiye God help those peoples whose help themselves.,happy,sad,0.366789
Zinda Hai Bhutto Zinda Hai Joke...,happy,anger,0.36484054
Baat to theak ki hai agla na. Patriotism aside whatsoever reason was these guys were solely responsible for breaking Pakistan apart.Nae to our beloved Qaid e Azam na kaha tha no force in this word could undo Pakistan. Or Army na kaha acha ham kar ka dhikata hain apko,neutral,anger,0.36447087
Wah Sain Wah kmal krdya phir Larkana M bcha vaccine n milne k wjhe s KY trp trp k Marta rha vedio YouTube p mjbood h agr Yasmeen Rashid kha hota puri media or media p video chlty khuda ka khof kro jyale ho to hm koi itraz nhe mgr Ramzan chl rha h,sad,anger,0.3635852
Bhai Mujhy Pata laga tha ke un ko Aik lack wazeefa per year dyea jata ha aur ghar Ki halat bhi thek Ni plz tell me the truth if possible,neutral,fear,0.36339393
sach me sabkuch badalgaya ..I'm range khan.?,neutral,surprise,0.36283264
Ab Kya kru Bhnchod Aise hi frusrt hogya hu Lockdown4,anger,surprise,0.36243632
Kalishgholot sir bss un logo ka tweet ka reply kar ta ha positive tweet ka aur Jin logo Ko problem ho rhi unn Sai puchua na Kiya problem ho rhi ha logo ko,neutral,anger,0.3620551
At the end jail jail hi hoti ha chahy kitni hi sahuliyaat hon baki Azadi boht bari Nemat hoti ha.,happy,anger,0.36201665
How boring country .itna iziyat Wala country,sad,surprise,0.3615906
"haha beta tu kuch bi ker ley tmhey pakistan tu ana hi hoga ek na ek din your pious place nan kana sahab de wastey, just once in a life. you are most welcome itne dino bad aya hai youtube per",neutral,happy,0.36147267
Mere yaar yo-yo honey singh Yaar kitna miss kr raha thha tume Socha thha ki koi badiya or sabse hat ke Song lekar aayega lekin nahi yaar aaj tere sabse bade fan ko ye gana pasnd Nahi aaya or haa yaar ye gana tumhara tha yaar is liye like kiya hai kisi or ka hota to dislike hi karta or ha yaar ye lanbe hiar ache nhi lag rahe h (i miss you yo-yo honey singh ) kash main baar tumase mil pata lekin nahi ye to mere nasib me hi nahi hai ( I miss you ),sad,anger,0.36085063
: Local ke liye vocal banna hai. Wah wah!,neutral,happy,0.3599116
No doubt Allah pak hr cheez py qadir hy but i don't believe in time machine..,neutral,fear,0.35965884
Worst badsah song composition till date. It could be a female voice all through the song.That could be better. Badsha RAP sucked the whole song. No line and length. Off the track RAP. Badsah kabhi kuch akela bhi kar le,anger,sad,0.358814
: Relaxing the lockdown and this is what we did. Kya hoga iss Qoum ka?,anger,neutral,0.35874084
Sir apka face dekh kar maza aa gaya lekin gane me utna nahi aaya,happy,sad,0.3586973
"Miya Niazi, aapke bas ka naa hai.",anger,neutral,0.35640052
"bhai my husband divorced me its third time that he said talaq before that always said one or two talaq and get ruju in time but now he gave me three tkmes talaq yers of merig end in some mints is there any option to get nikah again with hm i hv , jwan bachy.",neutral,anger,0.3559556
": *bawa g farmaty han* Kise insan ka aklack dekna ho na to, us ka phone charging say hataa k apna laga lo",happy,neutral,0.35346037
Bass like aa rhi h viwes kau ruk rhe h,neutral,happy,0.35302946
BESHAK ase kafi mojzat Hain ALLAH PAK k wo Bhot bara Ghafuro Raheem hai wo bhot Bay niaz hai Humay ibadat krne ki zaroorat hai apne Lea ALLAH PAK ko humari ibadat ki koi zaroorat nhi hai Q k uska zikar uske Frishtay chrind parind Sub kr rhay Hain har pal,neutral,anger,0.35021967
