text,label,text_clean
: MashaAllah Thank you soooo much bhai Apke waja saa muje etna kuch sikhna koo milaa hai Or InshaAllah milta raha gaa.... love,happy,: MashaAllah Thank you soooo much bhai Apke waja saa muje etna kuch sikhna koo milaa hai Or InshaAllah milta raha gaa.... love
lockdown lockdown lockdown lab Tak Kya aapne garib aur middle class ka bhi kuch Socha hai Kya wo kaise Kya Kare wo na to maang Kar kha sakta hai na line me lag sakta hai,fear,lockdown lockdown lockdown lab Tak Kya aapne garib aur middle class ka bhi kuch Socha hai Kya wo kaise Kya Kare wo na to maang Kar kha sakta hai na line me lag sakta hai
i hate Trailer why no hindi Trailer hindi me kyu nahi ati film yo yo ki,anger,i hate Trailer why no hindi Trailer hindi me kyu nahi ati film yo yo ki
Now Guru Randhawa & Baadsha be like- arey hum to loot gaye yo yo lovers hit like,neutral,Now Guru Randhawa & Baadsha be like- arey hum to loot gaye yo yo lovers hit like
hum Pause ho gae hain,neutral,hum Pause ho gae hain
: Kya ye video sahi hai delhi me sach me yehi haal hai #ajtak #avpnews #ZeeNews,neutral,: Kya ye video sahi hai delhi me sach me yehi haal hai ajtak avpnews ZeeNews
its heart touching... kisi ke sath aisa kabhi na ho...,fear,its heart touching... kisi ke sath aisa kabhi na ho...
Bhai apki har video bhot achi hoti a or such hoti a Allah bless you bhai ameen,happy,Bhai apki har video bhot achi hoti a or such hoti a Allah bless you bhai ameen
amazing aisa b hota hai nice and unique video stay blessed,happy,amazing aisa b hota hai nice and unique video stay blessed
Lifafa bhai kab Nawaz sharif ko b kaha ta ke ap har Eid Landon me q gozara ta ho ap to ya nahin kehta sekta q k ap jo lifafa melta ta,anger,Lifafa bhai kab Nawaz sharif ko b kaha ta ke ap har Eid Landon me q gozara ta ho ap to ya nahin kehta sekta q k ap jo lifafa melta ta
Kahin lockdown mein Uniform Civil Code ki googly aa gayi to?,neutral,Kahin lockdown mein Uniform Civil Code ki googly aa gayi to?
dekholo aaplog ghar mai corona positive case hai but abhi tak inko ko help nahi mila hai,sad,dekholo aaplog ghar mai corona positive case hai but abhi tak inko ko help nahi mila hai
OMG ur gays r the best has has ke Mere hanso nehkal gahye Yar amazing videos Hain aap ke zabardast ?? ????????????,happy,OMG ur gays r the best has has ke Mere hanso nehkal gahye Yar amazing videos Hain aap ke zabardast ?? ????????????
"Heater se kis ne jalany ki baat hai Mein aag ki baat kar raha hun, us feeling ki baat kar raha hun, brull admi",anger,"Heater se kis ne jalany ki baat hai Mein aag ki baat kar raha hun, us feeling ki baat kar raha hun, brull admi"
Faisalabad ma ye kis jga sy mily ga..main ny ye set new lena hai daba pack..please any one tell me about this??thanx,neutral,Faisalabad ma ye kis jga sy mily ga..main ny ye set new lena hai daba pack..please any one tell me about this??thanx
Bhai is leye mai aap ko pasand karta huun because I have experienced same our parents cut their need to fulfill our needs,happy,Bhai is leye mai aap ko pasand karta huun because I have experienced same our parents cut their need to fulfill our needs
Sir maine aap ki har ek video dekhi hai You are best,happy,Sir maine aap ki har ek video dekhi hai You are best
Imran khan tumhara bap to hai. Or bhikhariyon ka bhikhari bhi ye hai katore leke sath jata hai Or ha pakistan ki ma ka bhosda,anger,Imran khan tumhara bap to hai. Or bhikhariyon ka bhikhari bhi ye hai katore leke sath jata hai Or ha pakistan ki ma ka bhosda
Like ''Burayi ko Allah nay attraction men lapait rakha hai'' ... u can think of anything that is bad is almost very attractive ... ''Magar unn se wo rukkay rahain gay jo taqwah men behter hen'' ..,neutral,Like ''Burayi ko Allah nay attraction men lapait rakha hai'' ... u can think of anything that is bad is almost very attractive ... ''Magar unn se wo rukkay rahain gay jo taqwah men behter hen'' ..
Isko kisne label diya,neutral,Isko kisne label diya
Lockdown khatam ho gaya hai...lol,happy,Lockdown khatam ho gaya hai...lol
"jhoot bolra, most boys nah sb h krte, tu bh krta.",anger,"jhoot bolra, most boys nah sb h krte, tu bh krta."
Super song yo yo honey singh my favourite singer bhut miss kiyaaa mene yo yo honey singh kis kis ne kiya like cmnt karna mat bulnaaaa,happy,Super song yo yo honey singh my favourite singer bhut miss kiyaaa mene yo yo honey singh kis kis ne kiya like cmnt karna mat bulnaaaa
TOH YES KOUNSI ISLAMIC STORY HAI ? JO AISA PESH KIYA AISA UPLOAD KIYA AISE KAI SADAF DUNYA ME AJJ BHI ZINDA HAI JISKI KOI INFO DUNYA KO OR MEDIA KO NAHI ....TAKE IT EASSY... NOTHING SPECIAL.,neutral,TOH YES KOUNSI ISLAMIC STORY HAI ? JO AISA PESH KIYA AISA UPLOAD KIYA AISE KAI SADAF DUNYA ME AJJ BHI ZINDA HAI JISKI KOI INFO DUNYA KO OR MEDIA KO NAHI ....TAKE IT EASSY... NOTHING SPECIAL.
Kya #lockdown hoga #COVID9,neutral,Kya lockdown hoga COVID9
Lockdown hai na,neutral,Lockdown hai na
Weight ho gya hai bhari waaah bhai...,neutral,Weight ho gya hai bhari waaah bhai...
Sach sach bolu tho ghana bahuth bakhwaas hai butt good to see you honey bhai..,anger,Sach sach bolu tho ghana bahuth bakhwaas hai butt good to see you honey bhai..
Ye apka name hai,neutral,Ye apka name hai
ISPR New Anti-Covid Song Ye Jan Tu Ani Jani Hai. Get ready Pakistanis. We should be ready to die.,neutral,ISPR New Anti-Covid Song Ye Jan Tu Ani Jani Hai. Get ready Pakistanis. We should be ready to die.
Waited for a long time for this voice honey is the best ab daro mat hit like on this song and comment and share the song and make it #1 trending daro mat kyuinki mein nahin huin illuminati,neutral,Waited for a long time for this voice honey is the best ab daro mat hit like on this song and comment and share the song and make it 1 trending daro mat kyuinki mein nahin huin illuminati
ye song mene bar suna phir bi bohat acha song nice heart toching amazing,happy,ye song mene bar suna phir bi bohat acha song nice heart toching amazing
: Bhai tu song sun hm ha Na real fans tension Na le #KehGayiSorry,neutral,: Bhai tu song sun hm ha Na real fans tension Na le KehGayiSorry
"Ye pehli dafa nhi hya,history mein phle bhi ho chuka hai wo bhi bagair kisi reason k",neutral,"Ye pehli dafa nhi hya,history mein phle bhi ho chuka hai wo bhi bagair kisi reason k"
Indian don Dawood Ibrahim per bhi video banao yaaar zarooor and reply me soon,neutral,Indian don Dawood Ibrahim per bhi video banao yaaar zarooor and reply me soon
"Aur kasy broke karna hai. Dear Minster ghr main gy diwar phalang ky seedha seedha ,,aur ATA ka case banta FIR dii ni Police ny ye Insaf hai",anger,"Aur kasy broke karna hai. Dear Minster ghr main gy diwar phalang ky seedha seedha ,,aur ATA ka case banta FIR dii ni Police ny ye Insaf hai"
#PakArmyStandsTall As a Pakistani i'm very Proud of Our Army P.S wo hamari hifazat kar rahy hai tou Ajj hum Sakoon ke saas ly rahy hai We Should Proud on Them,neutral,PakArmyStandsTall As a Pakistani i'm very Proud of Our Army P.S wo hamari hifazat kar rahy hai tou Ajj hum Sakoon ke saas ly rahy hai We Should Proud on Them
"Post toh kr diye ho, book kr ke bhi dekh lo",neutral,"Post toh kr diye ho, book kr ke bhi dekh lo"
"is CM ko bolo kab tak jawab nahi dega, he should deactive his id, if he cant reply someone in weeks ??",neutral,"is CM ko bolo kab tak jawab nahi dega, he should deactive his id, if he cant reply someone in weeks ??"
"Elder brother Ali Imran Jr is exposing , aftr ths breaking Iqrar Called him, to remove this news, but Bhai jan Refused to do so, thn were involvd offrd bribe &amp; thn threat to Bhai. #SaeedGhaniOurHero",neutral,"Elder brother Ali Imran Jr is exposing , aftr ths breaking Iqrar Called him, to remove this news, but Bhai jan Refused to do so, thn were involvd offrd bribe &amp; thn threat to Bhai. SaeedGhaniOurHero"
mast churaya hai bhai music .. The music is from tamil movie Anjali Anjali by The Great AR Rehman..,neutral,mast churaya hai bhai music .. The music is from tamil movie Anjali Anjali by The Great AR Rehman..
In wwe blood are real they not use blates.wwe is not fake agar fake ho tho people apna money fake phar kiyo zaya karay ga kiya people pagal ha but wwe sqrit hoti ha bas winner decide hota ha full fight nahi,neutral,In wwe blood are real they not use blates.wwe is not fake agar fake ho tho people apna money fake phar kiyo zaya karay ga kiya people pagal ha but wwe sqrit hoti ha bas winner decide hota ha full fight nahi
Wwe is not fake its scripted how like jaisa ke koun se wrestler ke sath kounse wrestler ko ladana chaiye but fight is real but of the matches were fix,neutral,Wwe is not fake its scripted how like jaisa ke koun se wrestler ke sath kounse wrestler ko ladana chaiye but fight is real but of the matches were fix
Wo to ni ayega Aur us parchi wli ko Ap leader kehty ha,anger,Wo to ni ayega Aur us parchi wli ko Ap leader kehty ha
Time to move swedon. Main wha ja kar koi jurm kar k aisi jail ma hi jana pasand karo ga. Pakistan ma kash aisi jail hoti. Daily aik na aik jurm karta,neutral,Time to move swedon. Main wha ja kar koi jurm kar k aisi jail ma hi jana pasand karo ga. Pakistan ma kash aisi jail hoti. Daily aik na aik jurm karta
mujhe ypro mobile chaiy agra kisi ne sale krna ho to rapta kar sakta hai whatsupp number mobile naumber,neutral,mujhe ypro mobile chaiy agra kisi ne sale krna ho to rapta kar sakta hai whatsupp number mobile naumber
Allah I hate horror movies but video achi h apki hamesha ki tarhan.,happy,Allah I hate horror movies but video achi h apki hamesha ki tarhan.
Sir haryana me hssc je civil adv / ka result declare kraiye aabi tak nahi aaya hai ... mahine se tweet pe tweet kre hai par aabi tak koi jwab nahi aaya .. daily k daily lagbag bache tweet kre hai cm sahab toh kuch krte nahi aap hi kuch krdo sir,sad,Sir haryana me hssc je civil adv / ka result declare kraiye aabi tak nahi aaya hai ... mahine se tweet pe tweet kre hai par aabi tak koi jwab nahi aaya .. daily k daily lagbag bache tweet kre hai cm sahab toh kuch krte nahi aap hi kuch krdo sir
WhatsApp knowledge walo jub Jama masjid metro station ka kaam chal raha tha tab waha khudai me masjid mili thi,neutral,WhatsApp knowledge walo jub Jama masjid metro station ka kaam chal raha tha tab waha khudai me masjid mili thi
Iss gana sun ne ke baad mujhe ankho se ashu nikalte hai.so beautiful and heart touching song,neutral,Iss gana sun ne ke baad mujhe ankho se ashu nikalte hai.so beautiful and heart touching song
hello friends i want Samsung A5(6) LCD panel agar kesi kay pas ha to plz muj say rabta karen,neutral,hello friends i want Samsung A5(6) LCD panel agar kesi kay pas ha to plz muj say rabta karen
Ye t-series ka original song hoga MATLAB ye original no film song ha,neutral,Ye t-series ka original song hoga MATLAB ye original no film song ha
Hit like for yo yo honey singh Sap ka Baap,neutral,Hit like for yo yo honey singh Sap ka Baap
To password change kr lo simple he,neutral,To password change kr lo simple he
Bhai sahab kya gana hai,happy,Bhai sahab kya gana hai
This song is brilliant dip KO chu tar,neutral,This song is brilliant dip KO chu tar
lockdown k baad un larko ka kya karna hai jinse tum time pas karne k liye baat karti ho,neutral,lockdown k baad un larko ka kya karna hai jinse tum time pas karne k liye baat karti ho
Hang ho gya bc youtube,surprise,Hang ho gya bc youtube
Ladki ko aapse pyar nhi hai aapke money se pyar hai . Hit like if you agree,neutral,Ladki ko aapse pyar nhi hai aapke money se pyar hai . Hit like if you agree
Bhai aese fans nahi bante.. Ap hafte mein aik video daala karein.. ya aik specific din rakh lein ke isi din video aae gi. Taake logon ko intezaar rahe ap ki videos ka.. BTW when u are making a face cam video ? love ur videos keep it up!,happy,Bhai aese fans nahi bante.. Ap hafte mein aik video daala karein.. ya aik specific din rakh lein ke isi din video aae gi. Taake logon ko intezaar rahe ap ki videos ka.. BTW when u are making a face cam video ? love ur videos keep it up!
NO SHAVE NOVEMBER KI REALITY PER VIDEO BANA DAIN......LOVE YOUR VIDEOS,happy,NO SHAVE NOVEMBER KI REALITY PER VIDEO BANA DAIN......LOVE YOUR VIDEOS
Sir ab kb hai train chandigarh se,neutral,Sir ab kb hai train chandigarh se
Yoyo Bhai ne nuclear bomb drop kr Diya .. yoyo,happy,Yoyo Bhai ne nuclear bomb drop kr Diya .. yoyo
Phr chaval mar di hy na tuny hr LoC py kia kuch nhi hta agr hum kashmir k freedom ko support krty hain tou tum ny nhi terrorism kia balochistan mein aur kr rhy ho aik toh ahent pakra bhi gia kulbhushan aur pta nhi kitni proxies hogi,anger,Phr chaval mar di hy na tuny hr LoC py kia kuch nhi hta agr hum kashmir k freedom ko support krty hain tou tum ny nhi terrorism kia balochistan mein aur kr rhy ho aik toh ahent pakra bhi gia kulbhushan aur pta nhi kitni proxies hogi
Expectation bahut he tha bhai,neutral,Expectation bahut he tha bhai
ye kon see janch partal ha jo dhayi mahine sy ho rahe ha me ne ehsas +lebar me form bara ha dono ka koi jawab nahe aya me rent k ghar me rehata hon our koi jaedad nahe ha jin ki jaedaden hen uin ko mil rahe hen our mere jesy sms k intazar me bethy hen koi saffafiyat nahe nadra?,anger,ye kon see janch partal ha jo dhayi mahine sy ho rahe ha me ne ehsas +lebar me form bara ha dono ka koi jawab nahe aya me rent k ghar me rehata hon our koi jaedad nahe ha jin ki jaedaden hen uin ko mil rahe hen our mere jesy sms k intazar me bethy hen koi saffafiyat nahe nadra?
"Nehru se sattar saal ka hisab mangne wale dogle PM care fund ka hisab mangne par baukhla uthte hain, Hypocrisy ki bhi had hoti hai",anger,"Nehru se sattar saal ka hisab mangne wale dogle PM care fund ka hisab mangne par baukhla uthte hain, Hypocrisy ki bhi had hoti hai"
Aisa karo Modiji lockdown hi kardo or kya karoge,sad,Aisa karo Modiji lockdown hi kardo or kya karoge
Kis kis ko song ACCHA lga ..hit like,neutral,Kis kis ko song ACCHA lga ..hit like
Very nice song yar rola dala us song na,neutral,Very nice song yar rola dala us song na
Tum log bekau media ki tra Ho khud Hi nasedi jaisi anpadon jaisi batain krke dusro ko bhi bula apne jaisa smjte ho Insan bno insaniat ki baat kro Jumlebaaz ka sath shodo Education is must needy in India If you are educated then you don't behave like bander's,anger,Tum log bekau media ki tra Ho khud Hi nasedi jaisi anpadon jaisi batain krke dusro ko bhi bula apne jaisa smjte ho Insan bno insaniat ki baat kro Jumlebaaz ka sath shodo Education is must needy in India If you are educated then you don't behave like bander's
Lo ji lockdown naye rang Roop wala.,neutral,Lo ji lockdown naye rang Roop wala.
Dekho Dekho Dekho ye Aaya kaun King of music industry Yo Yo is back,happy,Dekho Dekho Dekho ye Aaya kaun King of music industry Yo Yo is back
Sir aap pahle jaisi body bna lo Or songs to aapke acche hi hote h,neutral,Sir aap pahle jaisi body bna lo Or songs to aapke acche hi hote h
Yeh aap wale to itne gir gye hai Kisi ki BHI fake news Dal dete hai.. Mere sath he hua yeh sb mere ghr Ka address Dal kr Kisi aur Ka naam likh kr.. Corona positive bata Diya... Raat Bhar log mere ghr ko dekhne Aaye...subh dudh wala dudh na de. Dispensary se team tk as gyi ghr pr.,anger,Yeh aap wale to itne gir gye hai Kisi ki BHI fake news Dal dete hai.. Mere sath he hua yeh sb mere ghr Ka address Dal kr Kisi aur Ka naam likh kr.. Corona positive bata Diya... Raat Bhar log mere ghr ko dekhne Aaye...subh dudh wala dudh na de. Dispensary se team tk as gyi ghr pr.
: Bht se log keh rhe Abiha na jaye...woh ni gyi...usne bss thori der k kiye apna account mje handover kia...don't worry.,neutral,: Bht se log keh rhe Abiha na jaye...woh ni gyi...usne bss thori der k kiye apna account mje handover kia...don't worry.
